,Type,Sex,Size,Intake Type,Intake Jurisdiction,PredomBreed,PredomColor,Type Sex,Type Size,Type Intake Type,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Sex Size,Sex Intake Type,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Size Intake Type,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,PredomBreed PredomColor,Outcome Type
2032,0.0,2.0,4.0,4.0,10.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,40.0,22.0,16.0,40.0,80.0,44.0,40.0,80.0,44.0,200.0,110.0,220.0,1
2033,1.0,0.0,1.0,4.0,10.0,33.0,19.0,0.0,1.0,4.0,10.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,33.0,19.0,40.0,132.0,76.0,330.0,190.0,627.0,1
2034,0.0,4.0,0.0,4.0,8.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,72.0,0.0,0.0,0.0,0.0,32.0,88.0,72.0,176.0,144.0,396.0,1
2035,2.0,4.0,4.0,3.0,10.0,6.0,2.0,8.0,8.0,6.0,20.0,12.0,4.0,16.0,12.0,40.0,24.0,8.0,12.0,40.0,24.0,8.0,30.0,18.0,6.0,60.0,20.0,12.0,1
2036,0.0,4.0,4.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,40.0,88.0,0.0,8.0,40.0,88.0,0.0,20.0,44.0,0.0,220.0,0.0,0.0,1
2037,0.0,0.0,4.0,4.0,10.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,16.0,40.0,88.0,16.0,220.0,40.0,88.0,1
2038,0.0,3.0,4.0,2.0,8.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,24.0,63.0,54.0,8.0,32.0,84.0,72.0,16.0,42.0,36.0,168.0,144.0,378.0,1
2039,2.0,1.0,4.0,1.0,8.0,14.0,13.0,2.0,8.0,2.0,16.0,28.0,26.0,4.0,1.0,8.0,14.0,13.0,4.0,32.0,56.0,52.0,8.0,14.0,13.0,112.0,104.0,182.0,1
2040,1.0,1.0,2.0,4.0,10.0,50.0,0.0,1.0,2.0,4.0,10.0,50.0,0.0,2.0,4.0,10.0,50.0,0.0,8.0,20.0,100.0,0.0,40.0,200.0,0.0,500.0,0.0,0.0,1
2041,0.0,1.0,4.0,4.0,8.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,21.0,9.0,16.0,32.0,84.0,36.0,32.0,84.0,36.0,168.0,72.0,189.0,1
2042,0.0,2.0,4.0,5.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,16.0,44.0,0.0,20.0,32.0,88.0,0.0,40.0,110.0,0.0,176.0,0.0,0.0,1
2043,1.0,0.0,4.0,1.0,10.0,15.0,0.0,0.0,4.0,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,60.0,0.0,10.0,15.0,0.0,150.0,0.0,0.0,1
2044,0.0,3.0,4.0,2.0,8.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,24.0,66.0,12.0,8.0,32.0,88.0,16.0,16.0,44.0,8.0,176.0,32.0,88.0,3
2045,1.0,0.0,1.0,2.0,8.0,42.0,2.0,0.0,1.0,2.0,8.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,42.0,2.0,16.0,84.0,4.0,336.0,16.0,84.0,1
2046,1.0,2.0,4.0,2.0,8.0,15.0,0.0,2.0,4.0,2.0,8.0,15.0,0.0,8.0,4.0,16.0,30.0,0.0,8.0,32.0,60.0,0.0,16.0,30.0,0.0,120.0,0.0,0.0,1
2047,1.0,4.0,4.0,4.0,8.0,44.0,18.0,4.0,4.0,4.0,8.0,44.0,18.0,16.0,16.0,32.0,176.0,72.0,16.0,32.0,176.0,72.0,32.0,176.0,72.0,352.0,144.0,792.0,1
2048,2.0,1.0,4.0,4.0,8.0,14.0,17.0,2.0,8.0,8.0,16.0,28.0,34.0,4.0,4.0,8.0,14.0,17.0,16.0,32.0,56.0,68.0,32.0,56.0,68.0,112.0,136.0,238.0,1
2049,1.0,3.0,2.0,4.0,10.0,42.0,1.0,3.0,2.0,4.0,10.0,42.0,1.0,6.0,12.0,30.0,126.0,3.0,8.0,20.0,84.0,2.0,40.0,168.0,4.0,420.0,10.0,42.0,1
2050,0.0,2.0,4.0,2.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,44.0,4.0,8.0,40.0,88.0,8.0,20.0,44.0,4.0,220.0,20.0,44.0,0
2051,2.0,1.0,1.0,4.0,10.0,38.0,0.0,2.0,2.0,8.0,20.0,76.0,0.0,1.0,4.0,10.0,38.0,0.0,4.0,10.0,38.0,0.0,40.0,152.0,0.0,380.0,0.0,0.0,1
2052,2.0,4.0,4.0,4.0,8.0,39.0,18.0,8.0,8.0,8.0,16.0,78.0,36.0,16.0,16.0,32.0,156.0,72.0,16.0,32.0,156.0,72.0,32.0,156.0,72.0,312.0,144.0,702.0,1
2053,2.0,0.0,2.0,4.0,8.0,46.0,2.0,0.0,4.0,8.0,16.0,92.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,92.0,4.0,32.0,184.0,8.0,368.0,16.0,92.0,3
2054,0.0,3.0,4.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,66.0,0.0,16.0,32.0,88.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
2055,0.0,4.0,4.0,4.0,9.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,36.0,88.0,72.0,16.0,36.0,88.0,72.0,36.0,88.0,72.0,198.0,162.0,396.0,3
2056,1.0,0.0,1.0,3.0,8.0,25.0,0.0,0.0,1.0,3.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,25.0,0.0,24.0,75.0,0.0,200.0,0.0,0.0,1
2057,0.0,0.0,4.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
2058,0.0,0.0,4.0,4.0,8.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,64.0,32.0,88.0,64.0,176.0,128.0,352.0,1
2059,0.0,4.0,4.0,4.0,12.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,48.0,216.0,56.0,16.0,48.0,216.0,56.0,48.0,216.0,56.0,648.0,168.0,756.0,1
2060,1.0,1.0,4.0,4.0,10.0,15.0,2.0,1.0,4.0,4.0,10.0,15.0,2.0,4.0,4.0,10.0,15.0,2.0,16.0,40.0,60.0,8.0,40.0,60.0,8.0,150.0,20.0,30.0,1
2061,2.0,4.0,4.0,3.0,8.0,6.0,2.0,8.0,8.0,6.0,16.0,12.0,4.0,16.0,12.0,32.0,24.0,8.0,12.0,32.0,24.0,8.0,24.0,18.0,6.0,48.0,16.0,12.0,1
2062,0.0,3.0,4.0,5.0,10.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,30.0,66.0,48.0,20.0,40.0,88.0,64.0,50.0,110.0,80.0,220.0,160.0,352.0,1
2063,0.0,4.0,0.0,4.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,36.0,0.0,0.0,0.0,0.0,32.0,88.0,36.0,176.0,72.0,198.0,1
2064,1.0,0.0,1.0,4.0,10.0,25.0,15.0,0.0,1.0,4.0,10.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,25.0,15.0,40.0,100.0,60.0,250.0,150.0,375.0,1
2065,0.0,3.0,4.0,4.0,10.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,30.0,63.0,48.0,16.0,40.0,84.0,64.0,40.0,84.0,64.0,210.0,160.0,336.0,1
2066,0.0,0.0,4.0,4.0,10.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,64.0,40.0,88.0,64.0,220.0,160.0,352.0,1
2067,0.0,1.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
2068,0.0,0.0,4.0,4.0,10.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,64.0,40.0,88.0,64.0,220.0,160.0,352.0,1
2069,0.0,0.0,4.0,4.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,84.0,0.0,32.0,84.0,0.0,168.0,0.0,0.0,1
2070,0.0,4.0,4.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,40.0,88.0,0.0,16.0,40.0,88.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
2071,1.0,1.0,1.0,4.0,10.0,25.0,0.0,1.0,1.0,4.0,10.0,25.0,0.0,1.0,4.0,10.0,25.0,0.0,4.0,10.0,25.0,0.0,40.0,100.0,0.0,250.0,0.0,0.0,1
2072,0.0,0.0,4.0,2.0,10.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,80.0,8.0,20.0,40.0,4.0,200.0,20.0,40.0,1
2073,1.0,1.0,1.0,4.0,10.0,42.0,18.0,1.0,1.0,4.0,10.0,42.0,18.0,1.0,4.0,10.0,42.0,18.0,4.0,10.0,42.0,18.0,40.0,168.0,72.0,420.0,180.0,756.0,1
2074,1.0,0.0,2.0,4.0,12.0,42.0,7.0,0.0,2.0,4.0,12.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,84.0,14.0,48.0,168.0,28.0,504.0,84.0,294.0,1
2075,0.0,0.0,0.0,4.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,8.0,220.0,20.0,44.0,1
2076,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
2077,0.0,4.0,4.0,3.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,40.0,88.0,8.0,12.0,40.0,88.0,8.0,30.0,66.0,6.0,220.0,20.0,44.0,1
2078,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
2079,1.0,1.0,1.0,4.0,10.0,25.0,0.0,1.0,1.0,4.0,10.0,25.0,0.0,1.0,4.0,10.0,25.0,0.0,4.0,10.0,25.0,0.0,40.0,100.0,0.0,250.0,0.0,0.0,1
2080,1.0,2.0,1.0,3.0,8.0,38.0,15.0,2.0,1.0,3.0,8.0,38.0,15.0,2.0,6.0,16.0,76.0,30.0,3.0,8.0,38.0,15.0,24.0,114.0,45.0,304.0,120.0,570.0,1
2081,1.0,2.0,5.0,4.0,10.0,15.0,0.0,2.0,5.0,4.0,10.0,15.0,0.0,10.0,8.0,20.0,30.0,0.0,20.0,50.0,75.0,0.0,40.0,60.0,0.0,150.0,0.0,0.0,0
2082,2.0,4.0,0.0,4.0,8.0,46.0,12.0,8.0,0.0,8.0,16.0,92.0,24.0,0.0,16.0,32.0,184.0,48.0,0.0,0.0,0.0,0.0,32.0,184.0,48.0,368.0,96.0,552.0,1
2083,1.0,0.0,2.0,4.0,8.0,42.0,1.0,0.0,2.0,4.0,8.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,84.0,2.0,32.0,168.0,4.0,336.0,8.0,42.0,1
2084,2.0,1.0,4.0,1.0,8.0,14.0,13.0,2.0,8.0,2.0,16.0,28.0,26.0,4.0,1.0,8.0,14.0,13.0,4.0,32.0,56.0,52.0,8.0,14.0,13.0,112.0,104.0,182.0,1
2085,1.0,0.0,5.0,4.0,8.0,38.0,13.0,0.0,5.0,4.0,8.0,38.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,190.0,65.0,32.0,152.0,52.0,304.0,104.0,494.0,1
2086,1.0,0.0,4.0,4.0,8.0,45.0,15.0,0.0,4.0,4.0,8.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,180.0,60.0,32.0,180.0,60.0,360.0,120.0,675.0,1
2087,1.0,2.0,4.0,4.0,8.0,15.0,2.0,2.0,4.0,4.0,8.0,15.0,2.0,8.0,8.0,16.0,30.0,4.0,16.0,32.0,60.0,8.0,32.0,60.0,8.0,120.0,16.0,30.0,3
2088,2.0,4.0,4.0,4.0,10.0,47.0,2.0,8.0,8.0,8.0,20.0,94.0,4.0,16.0,16.0,40.0,188.0,8.0,16.0,40.0,188.0,8.0,40.0,188.0,8.0,470.0,20.0,94.0,1
2089,1.0,4.0,3.0,2.0,8.0,25.0,9.0,4.0,3.0,2.0,8.0,25.0,9.0,12.0,8.0,32.0,100.0,36.0,6.0,24.0,75.0,27.0,16.0,50.0,18.0,200.0,72.0,225.0,1
2090,1.0,1.0,4.0,4.0,10.0,15.0,0.0,1.0,4.0,4.0,10.0,15.0,0.0,4.0,4.0,10.0,15.0,0.0,16.0,40.0,60.0,0.0,40.0,60.0,0.0,150.0,0.0,0.0,1
2091,0.0,4.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
2092,2.0,4.0,4.0,4.0,6.0,38.0,12.0,8.0,8.0,8.0,12.0,76.0,24.0,16.0,16.0,24.0,152.0,48.0,16.0,24.0,152.0,48.0,24.0,152.0,48.0,228.0,72.0,456.0,3
2093,1.0,1.0,4.0,4.0,10.0,44.0,9.0,1.0,4.0,4.0,10.0,44.0,9.0,4.0,4.0,10.0,44.0,9.0,16.0,40.0,176.0,36.0,40.0,176.0,36.0,440.0,90.0,396.0,1
2094,0.0,4.0,4.0,4.0,2.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,88.0,44.0,16.0,8.0,88.0,44.0,8.0,88.0,44.0,44.0,22.0,242.0,1
2095,1.0,0.0,1.0,4.0,10.0,42.0,0.0,0.0,1.0,4.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,42.0,0.0,40.0,168.0,0.0,420.0,0.0,0.0,1
2096,1.0,1.0,1.0,2.0,12.0,42.0,17.0,1.0,1.0,2.0,12.0,42.0,17.0,1.0,2.0,12.0,42.0,17.0,2.0,12.0,42.0,17.0,24.0,84.0,34.0,504.0,204.0,714.0,1
2097,0.0,3.0,4.0,2.0,10.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,30.0,63.0,27.0,8.0,40.0,84.0,36.0,20.0,42.0,18.0,210.0,90.0,189.0,1
2098,1.0,3.0,4.0,4.0,10.0,43.0,18.0,3.0,4.0,4.0,10.0,43.0,18.0,12.0,12.0,30.0,129.0,54.0,16.0,40.0,172.0,72.0,40.0,172.0,72.0,430.0,180.0,774.0,1
2099,1.0,1.0,2.0,4.0,10.0,42.0,1.0,1.0,2.0,4.0,10.0,42.0,1.0,2.0,4.0,10.0,42.0,1.0,8.0,20.0,84.0,2.0,40.0,168.0,4.0,420.0,10.0,42.0,1
2100,1.0,0.0,2.0,4.0,10.0,42.0,9.0,0.0,2.0,4.0,10.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,84.0,18.0,40.0,168.0,36.0,420.0,90.0,378.0,1
2101,0.0,0.0,4.0,4.0,10.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,36.0,40.0,88.0,36.0,220.0,90.0,198.0,1
2102,1.0,3.0,2.0,4.0,10.0,42.0,15.0,3.0,2.0,4.0,10.0,42.0,15.0,6.0,12.0,30.0,126.0,45.0,8.0,20.0,84.0,30.0,40.0,168.0,60.0,420.0,150.0,630.0,1
2103,0.0,2.0,4.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,44.0,0.0,16.0,32.0,88.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
2104,0.0,0.0,4.0,2.0,10.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,88.0,16.0,20.0,44.0,8.0,220.0,40.0,88.0,1
2105,1.0,2.0,2.0,0.0,10.0,33.0,0.0,2.0,2.0,0.0,10.0,33.0,0.0,4.0,0.0,20.0,66.0,0.0,0.0,20.0,66.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,1
2106,1.0,2.0,2.0,4.0,10.0,25.0,0.0,2.0,2.0,4.0,10.0,25.0,0.0,4.0,8.0,20.0,50.0,0.0,8.0,20.0,50.0,0.0,40.0,100.0,0.0,250.0,0.0,0.0,1
2107,2.0,4.0,4.0,3.0,12.0,6.0,2.0,8.0,8.0,6.0,24.0,12.0,4.0,16.0,12.0,48.0,24.0,8.0,12.0,48.0,24.0,8.0,36.0,18.0,6.0,72.0,24.0,12.0,3
2108,1.0,1.0,1.0,4.0,8.0,2.0,0.0,1.0,1.0,4.0,8.0,2.0,0.0,1.0,4.0,8.0,2.0,0.0,4.0,8.0,2.0,0.0,32.0,8.0,0.0,16.0,0.0,0.0,1
2109,1.0,2.0,4.0,2.0,12.0,51.0,9.0,2.0,4.0,2.0,12.0,51.0,9.0,8.0,4.0,24.0,102.0,18.0,8.0,48.0,204.0,36.0,24.0,102.0,18.0,612.0,108.0,459.0,1
2110,0.0,1.0,4.0,4.0,12.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,22.0,2.0,16.0,48.0,88.0,8.0,48.0,88.0,8.0,264.0,24.0,44.0,1
2111,1.0,2.0,1.0,4.0,12.0,11.0,2.0,2.0,1.0,4.0,12.0,11.0,2.0,2.0,8.0,24.0,22.0,4.0,4.0,12.0,11.0,2.0,48.0,44.0,8.0,132.0,24.0,22.0,1
2112,0.0,3.0,4.0,2.0,10.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,30.0,60.0,54.0,8.0,40.0,80.0,72.0,20.0,40.0,36.0,200.0,180.0,360.0,1
2113,0.0,1.0,0.0,4.0,8.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,21.0,2.0,0.0,0.0,0.0,0.0,32.0,84.0,8.0,168.0,16.0,42.0,1
2114,1.0,1.0,4.0,4.0,8.0,15.0,2.0,1.0,4.0,4.0,8.0,15.0,2.0,4.0,4.0,8.0,15.0,2.0,16.0,32.0,60.0,8.0,32.0,60.0,8.0,120.0,16.0,30.0,1
2115,2.0,1.0,2.0,4.0,8.0,26.0,18.0,2.0,4.0,8.0,16.0,52.0,36.0,2.0,4.0,8.0,26.0,18.0,8.0,16.0,52.0,36.0,32.0,104.0,72.0,208.0,144.0,468.0,2
2116,1.0,0.0,1.0,4.0,10.0,25.0,2.0,0.0,1.0,4.0,10.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,25.0,2.0,40.0,100.0,8.0,250.0,20.0,50.0,1
2117,1.0,3.0,1.0,4.0,8.0,50.0,0.0,3.0,1.0,4.0,8.0,50.0,0.0,3.0,12.0,24.0,150.0,0.0,4.0,8.0,50.0,0.0,32.0,200.0,0.0,400.0,0.0,0.0,1
2118,0.0,0.0,4.0,4.0,8.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,72.0,32.0,88.0,72.0,176.0,144.0,396.0,1
2119,1.0,0.0,4.0,4.0,10.0,15.0,7.0,0.0,4.0,4.0,10.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,60.0,28.0,40.0,60.0,28.0,150.0,70.0,105.0,1
2120,2.0,4.0,4.0,4.0,8.0,46.0,0.0,8.0,8.0,8.0,16.0,92.0,0.0,16.0,16.0,32.0,184.0,0.0,16.0,32.0,184.0,0.0,32.0,184.0,0.0,368.0,0.0,0.0,1
2121,1.0,1.0,2.0,4.0,10.0,25.0,2.0,1.0,2.0,4.0,10.0,25.0,2.0,2.0,4.0,10.0,25.0,2.0,8.0,20.0,50.0,4.0,40.0,100.0,8.0,250.0,20.0,50.0,1
2122,1.0,0.0,2.0,4.0,10.0,42.0,2.0,0.0,2.0,4.0,10.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,84.0,4.0,40.0,168.0,8.0,420.0,20.0,84.0,1
2123,2.0,4.0,4.0,4.0,10.0,38.0,2.0,8.0,8.0,8.0,20.0,76.0,4.0,16.0,16.0,40.0,152.0,8.0,16.0,40.0,152.0,8.0,40.0,152.0,8.0,380.0,20.0,76.0,1
2124,1.0,0.0,2.0,4.0,8.0,38.0,0.0,0.0,2.0,4.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,76.0,0.0,32.0,152.0,0.0,304.0,0.0,0.0,1
2125,1.0,0.0,2.0,4.0,8.0,42.0,18.0,0.0,2.0,4.0,8.0,42.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,84.0,36.0,32.0,168.0,72.0,336.0,144.0,756.0,3
2126,1.0,3.0,2.0,4.0,8.0,33.0,0.0,3.0,2.0,4.0,8.0,33.0,0.0,6.0,12.0,24.0,99.0,0.0,8.0,16.0,66.0,0.0,32.0,132.0,0.0,264.0,0.0,0.0,0
2127,0.0,2.0,4.0,2.0,10.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,108.0,28.0,8.0,40.0,216.0,56.0,20.0,108.0,28.0,540.0,140.0,756.0,1
2128,1.0,1.0,3.0,4.0,10.0,50.0,1.0,1.0,3.0,4.0,10.0,50.0,1.0,3.0,4.0,10.0,50.0,1.0,12.0,30.0,150.0,3.0,40.0,200.0,4.0,500.0,10.0,50.0,1
2129,2.0,4.0,0.0,4.0,8.0,46.0,12.0,8.0,0.0,8.0,16.0,92.0,24.0,0.0,16.0,32.0,184.0,48.0,0.0,0.0,0.0,0.0,32.0,184.0,48.0,368.0,96.0,552.0,1
2130,2.0,1.0,4.0,1.0,8.0,14.0,13.0,2.0,8.0,2.0,16.0,28.0,26.0,4.0,1.0,8.0,14.0,13.0,4.0,32.0,56.0,52.0,8.0,14.0,13.0,112.0,104.0,182.0,1
2131,1.0,2.0,2.0,1.0,8.0,42.0,15.0,2.0,2.0,1.0,8.0,42.0,15.0,4.0,2.0,16.0,84.0,30.0,2.0,16.0,84.0,30.0,8.0,42.0,15.0,336.0,120.0,630.0,2
2132,1.0,4.0,2.0,1.0,8.0,8.0,18.0,4.0,2.0,1.0,8.0,8.0,18.0,8.0,4.0,32.0,32.0,72.0,2.0,16.0,16.0,36.0,8.0,8.0,18.0,64.0,144.0,144.0,2
2133,0.0,2.0,4.0,4.0,8.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,44.0,24.0,16.0,32.0,88.0,48.0,32.0,88.0,48.0,176.0,96.0,264.0,1
2134,2.0,4.0,4.0,4.0,8.0,46.0,0.0,8.0,8.0,8.0,16.0,92.0,0.0,16.0,16.0,32.0,184.0,0.0,16.0,32.0,184.0,0.0,32.0,184.0,0.0,368.0,0.0,0.0,1
2135,0.0,0.0,0.0,4.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,36.0,176.0,72.0,198.0,1
2136,1.0,1.0,1.0,4.0,8.0,42.0,18.0,1.0,1.0,4.0,8.0,42.0,18.0,1.0,4.0,8.0,42.0,18.0,4.0,8.0,42.0,18.0,32.0,168.0,72.0,336.0,144.0,756.0,1
2137,0.0,1.0,4.0,4.0,8.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,22.0,11.0,16.0,32.0,88.0,44.0,32.0,88.0,44.0,176.0,88.0,242.0,1
2138,0.0,3.0,1.0,2.0,10.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,30.0,60.0,12.0,2.0,10.0,20.0,4.0,20.0,40.0,8.0,200.0,40.0,80.0,1
2139,0.0,4.0,0.0,4.0,8.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,84.0,8.0,0.0,0.0,0.0,0.0,32.0,84.0,8.0,168.0,16.0,42.0,1
2140,0.0,4.0,0.0,4.0,8.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,84.0,8.0,0.0,0.0,0.0,0.0,32.0,84.0,8.0,168.0,16.0,42.0,1
2141,1.0,0.0,1.0,1.0,10.0,27.0,15.0,0.0,1.0,1.0,10.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,27.0,15.0,10.0,27.0,15.0,270.0,150.0,405.0,3
2142,0.0,0.0,4.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
2143,1.0,0.0,4.0,4.0,10.0,18.0,0.0,0.0,4.0,4.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,72.0,0.0,40.0,72.0,0.0,180.0,0.0,0.0,1
2144,1.0,1.0,1.0,2.0,8.0,50.0,0.0,1.0,1.0,2.0,8.0,50.0,0.0,1.0,2.0,8.0,50.0,0.0,2.0,8.0,50.0,0.0,16.0,100.0,0.0,400.0,0.0,0.0,1
2145,2.0,1.0,2.0,4.0,8.0,14.0,2.0,2.0,4.0,8.0,16.0,28.0,4.0,2.0,4.0,8.0,14.0,2.0,8.0,16.0,28.0,4.0,32.0,56.0,8.0,112.0,16.0,28.0,1
2146,1.0,1.0,2.0,3.0,12.0,38.0,12.0,1.0,2.0,3.0,12.0,38.0,12.0,2.0,3.0,12.0,38.0,12.0,6.0,24.0,76.0,24.0,36.0,114.0,36.0,456.0,144.0,456.0,1
2147,0.0,3.0,4.0,2.0,10.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,30.0,60.0,48.0,8.0,40.0,80.0,64.0,20.0,40.0,32.0,200.0,160.0,320.0,1
2148,1.0,1.0,1.0,4.0,8.0,42.0,18.0,1.0,1.0,4.0,8.0,42.0,18.0,1.0,4.0,8.0,42.0,18.0,4.0,8.0,42.0,18.0,32.0,168.0,72.0,336.0,144.0,756.0,1
